Field,Subfields,Job roles,Programming Languages ,Tools,Skills,Educational Background
Artificial Intelligence,Federated Learning,Secure Aggregation Engineer,"Python, C++, Java, Go","TensorFlow Federated, Flower, PySyft, OpenFL, gRPC, Docker, Kubernetes","Cryptography, secure multi-party computation, protocol design, distributed systems, encryption, differential privacy, performance optimization, debugging, collaboration","Master's (Cybersecurity, Cryptography, Computer Science)"
Artificial Intelligence,Federated Learning,FL Systems Architect,"Python, Java, Go, Bash, C++","Kubernetes, Docker, Terraform, Kubeflow, MLflow, Apache Kafka, gRPC, Prometheus","System design, scalability, architecture planning, distributed systems, cloud computing, networking, security, performance tuning, cross-team leadership, documentation","Master's (Systems Engineering, AI, Computer Science)"
Artificial Intelligence,Federated Learning,Differential Privacy in FL Specialist,"Python, R, C++","TensorFlow Privacy, IBM Differential Privacy Library, PySyft, Microsoft SEAL, Crypten","Differential privacy, noise calibration, privacy budgets, statistical analysis, cryptography, algorithm development, theoretical modeling, experiment design, collaboration","PhD (Privacy-Preserving AI, Differential Privacy, Cryptography)"
Artificial Intelligence,Federated Learning,FL for Mobile Devices Developer,"Python, Swift, Kotlin, Java, C++","TensorFlow Lite, PyTorch Mobile, AWS Greengrass, Azure IoT Edge, Docker","On-device training, model quantization, performance optimization, mobile OS integration, energy efficiency, network optimization, deployment, debugging, collaboration","Bachelor's (Mobile Computing, Computer Science, AI)"
Artificial Intelligence,Federated Learning,FL Applications Engineer,"Python, Java, C#, JavaScript","TensorFlow Federated, PyTorch, MLflow, Kubeflow, Docker, Kubernetes","Use-case analysis, application integration, model deployment, user requirements gathering, cross-functional communication, performance tuning, testing, debugging, project management","Master's (Computer Science, Machine Learning, AI Systems)"
Artificial Intelligence,Federated Learning,Cross-device Federated AI Engineer,"Python, C++, Swift, Kotlin, Java","gRPC, MQTT, TensorFlow Federated, PySyft, Flower, Azure IoT Hub","Cross-device communication, asynchronous training, fault tolerance, network optimization, security, resource management, scalability, debugging, collaboration","Master's (Federated Learning, AI, Distributed Computing)"
Artificial Intelligence,Edge AI,Edge AI Engineer,"C, C++, Python, Rust, Java","TensorFlow Lite, ONNX Runtime, OpenVINO, NVIDIA Jetson SDK, AWS IoT Greengrass, Edge Impulse, Docker, Kubernetes","model quantization, latency optimization, real-time inference, edge deployment, hardware-software integration, performance profiling, power management, networking, debugging, collaboration","Master's (AI, Computer Engineering, Embedded Systems)"
Artificial Intelligence,Edge AI,Embedded AI Developer,"C, C++, Python, Assembly, Rust","TensorFlow Lite Micro, CMSIS-NN, OpenCV, Yocto, FreeRTOS, PlatformIO, JTAG debugger, Git","embedded programming, memory management, real-time systems, cross-compilation, sensor integration, model pruning, kernel optimization, debugging, teamwork, problem-solving","Bachelor's (Computer Engineering, Embedded Systems, AI)"
Artificial Intelligence,Edge AI,AI-on-Chip Engineer,"VHDL, Verilog, SystemVerilog, C++, Python","Vivado, Quartus, Synopsys Design Compiler, ModelSim, MATLAB, HLS tools, TensorFlow, Git","hardware design, digital logic, RTL design, high-level synthesis, circuit optimization, verification, FPGA prototyping, resource allocation, power-area trade-offs, cross-disciplinary collaboration","Master's (Computer Engineering, VLSI Design, AI Hardware)"
Artificial Intelligence,Edge AI,Edge ML Optimization Specialist,"Python, C++, C, Assembly, CUDA","TensorRT, TVM, XLA, ONNX Runtime, TensorFlow Lite Optimizing Converter, NVIDIA Nsight, Apache TVM, Git","model compression, pruning, quantization, kernel fusion, compiler optimization, profiling, hardware acceleration, performance tuning, benchmarking, collaboration","Master's (Machine Learning, Embedded Systems, AI)"
Artificial Intelligence,Edge AI,Real-time Inference Systems Developer,"C, C++, Python, Rust, Go","FreeRTOS, Zephyr, TensorFlow Lite, ONNX Runtime, GStreamer, OpenCV, Docker, Kubernetes, Git","real-time scheduling, low-latency optimization, multi-threading, IPC, hardware acceleration, performance monitoring, debugging, system integration, documentation, teamwork","Bachelor's (Computer Engineering, Real-Time Systems)"
Artificial Intelligence,Edge AI,Edge AI Hardware Specialist,"VHDL, Verilog, SystemC, C, C++, Python","Xilinx Vivado, Intel Quartus, MATLAB/Simulink, Synopsys, ModelSim, Cadence, oscilloscope, logic analyzer","PCB design, FPGA development, ASIC design, DSP, hardware testing, power management, signal integrity, prototyping, collaboration, communication","Master's (Electrical Engineering, AI Hardware, Embedded Systems)"
Artificial Intelligence,Edge AI,Edge Computer Vision Engineer,"C++, Python, C, Java","OpenCV, TensorRT, ONNX Runtime, Intel OpenVINO, NVIDIA DeepStream, GStreamer, ROS, Docker, Git","image processing, feature extraction, object detection, model deployment, optimization, hardware acceleration, real-time video processing, camera interfacing, debugging, teamwork","Master's (Computer Vision, Embedded AI, Robotics)"
Artificial Intelligence,Edge AI,IoT + AI Integration Engineer,"Python, C, C++, JavaScript, Rust","AWS IoT Greengrass, Azure IoT Edge, MQTT, TensorFlow Lite, Node-RED, Docker, Kubernetes","IoT protocol integration, sensor fusion, edge deployment, security, data processing, real-time analytics, network optimization, debugging, cross-disciplinary collaboration, project coordination","Bachelor's (Computer Engineering, IoT Systems, AI)"
Artificial Intelligence,Edge AI,Edge DL Engineer,"Python, C++, CUDA, C, Rust","PyTorch, TensorFlow Lite, ONNX Runtime, NVIDIA TensorRT, Apache TVM, XLA, Docker","Deep learning model design, quantization, layer fusion, compiler optimizations, GPU acceleration, profiling, latency reduction, hardware-aware tuning, collaboration, problem-solving","Master's (Deep Learning, Embedded Systems, AI)"
Artificial Intelligence,Edge AI,Autonomous Edge Systems Developer,"C++, Python, Java, Rust, C","ROS, NVIDIA Jetson SDK, Docker, Kubernetes, TensorRT, OpenCV, ORB-SLAM","Autonomy algorithm integration, sensor fusion, SLAM, mapping, real-time control, deployment, testing, safety validation, debugging, teamwork","Master's (Robotics, Edge AI, Computer Engineering)"
Artificial Intelligence,Edge AI,TinyML Specialist,"C, C++, Python, Assembly, Rust","TensorFlow Lite Micro, Zephyr, CMSIS-NN, Arduino, PlatformIO, JTAG debugger","Model compression, quantization, energy-efficient inference, microcontroller programming, memory optimization, real-time constraints, sensor interfacing, debugging, collaboration, documentation","Master's (Computer Science, Embedded Systems, Machine Learning)"
Artificial Intelligence,Edge AI,Edge AI Product Architect,"Python, JavaScript, C++, Go, Java","AWS IoT, Azure IoT, TensorFlow Serving, Docker, Kubernetes, REST APIs, Grafana, Prometheus","System architecture, requirement analysis, scalability planning, tech stack selection, prototyping, vendor evaluation, performance benchmarking, cross-functional communication, product roadmap planning","Master's (AI Product Development, Systems Architecture, Computer Engineering)"
Artificial Intelligence,MLOps / AI Ops,MLOps Engineer,"Python, Go, Bash, YAML, SQL","Docker, Kubernetes, MLflow, Kubeflow, Airflow, Jenkins, Terraform","CI/CD, containerization, orchestration, automation, monitoring, version control, pipeline development, scripting, troubleshooting, collaboration","Bachelor's (Computer Science, Software Engineering, AI)"
Artificial Intelligence,MLOps / AI Ops,AI/ML Infrastructure Engineer,"Python, Go, Java, Bash, Scala","Kubernetes, Docker, Terraform, AWS, GCP, Azure, Ansible, Prometheus","Infrastructure design, cloud computing, container orchestration, automation, scaling, security, networking, scripting, monitoring, cross-team collaboration","Bachelor's (Computer Science, Cloud Computing, AI)"
Artificial Intelligence,MLOps / AI Ops,Machine Learning Deployment Engineer,"Python, Java, C#, JavaScript, Bash","Docker, Kubernetes, TensorFlow Serving, TorchServe, Seldon Core, AWS SageMaker, MLflow","Model packaging, containerization, orchestration, performance optimization, A/B testing, logging, deployment, troubleshooting, collaboration","Bachelor's (Computer Science, AI Engineering)"
Artificial Intelligence,MLOps / AI Ops,AI Model Monitoring Specialist,"Python, SQL, Bash, R, Go","Prometheus, Grafana, MLflow, Seldon Core, Datadog, New Relic, Elastic Stack","Monitoring, anomaly detection, alerting, metrics design, logging, data analysis, troubleshooting, stakeholder communication, continuous improvement, automation","Bachelor's (Computer Science, AI, Data Science)"
Artificial Intelligence,MLOps / AI Ops,Model Operations (ModelOps) Engineer,"Python, Java, Go, Bash, YAML","MLflow, Kubeflow Pipelines, Airflow, Jenkins, Docker, Kubernetes, Argo CD","Lifecycle management, governance, pipeline automation, compliance, versioning, CI/CD, monitoring, collaboration, risk management","Bachelor's (Computer Science, DevOps, AI)"
Artificial Intelligence,MLOps / AI Ops,ML CI/CD Pipeline Developer,"Python, Groovy, YAML, Bash, Java","Jenkins, GitLab CI, GitHub Actions, CircleCI, Terraform, Ansible, Kubeflow Pipelines","Pipeline design, automation, testing, integration, containerization, version control, scripting, documentation, collaboration","Bachelor's (Software Engineering, DevOps, AI)"
Artificial Intelligence,MLOps / AI Ops,AI Reliability Engineer,"Python, Go, Java, Bash, SQL","Prometheus, Grafana, PagerDuty, Kubernetes, Docker, Terraform, SRE frameworks","Reliability engineering, SLO/SLI/SLA design, chaos engineering, capacity planning, monitoring, incident response, root cause analysis, automation, collaboration","Bachelor's (Software Engineering, Site Reliability Engineering, AI)"
Artificial Intelligence,MLOps / AI Ops,AIOps Platform Engineer,"Python, Go, Java, Scala, Bash","Grafana, Prometheus, ELK Stack, Splunk, Datadog, Ansible, Terraform, Kubernetes, Jenkins, Airflow","Observability, automation, incident management, anomaly detection, log analytics, infrastructure as code, container orchestration, CI/CD, troubleshooting, collaboration","Bachelor's (Cloud Computing, AI, Software Engineering)"
Artificial Intelligence,MLOps / AI Ops,Data Versioning & Governance Engineer,"Python, SQL, Scala, Java, R","DVC, MLflow, Delta Lake, Apache Atlas, DataHub, Great Expectations, Airflow, Git, dbt, Collibra","Data versioning, metadata management, data lineage, governance frameworks, quality assurance, schema design, documentation, compliance, collaboration, problem-solving","Bachelor's (Data Science, Information Systems, AI)"
Artificial Intelligence,MLOps / AI Ops,AI/ML DevOps Specialist,"Python, Go, Bash, YAML, Java","Docker, Kubernetes, Jenkins, GitLab CI, Argo CD, MLflow, Seldon Core, Terraform, Ansible, AWS CodePipeline","CI/CD, containerization, orchestration, automation, model deployment, monitoring, version control, scripting, security best practices, teamwork","Bachelor's (Computer Science, DevOps, AI)"
Artificial Intelligence,MLOps / AI Ops,Scalable ML Systems Architect,"Python, Java, Scala, Go, SQL","Kubernetes, Apache Spark, TensorFlow Serving, Seldon Core, Kafka, Hadoop, Docker, Terraform, AWS, GCP","System architecture, scalability, distributed systems, microservices, data pipelines, performance optimization, cost optimization, capacity planning, stakeholder communication, leadership","Master's (Systems Architecture, Machine Learning, Cloud Computing)"
Artificial Intelligence,,ML Workflow Automation Engineer,"Python, Bash, Groovy, YAML, Java","Airflow, Argo Workflows, Kubeflow Pipelines, Jenkins, GitHub Actions, Prefect, MLflow, Terraform, Ansible, Dagster","Workflow orchestration, automation, pipeline development, scheduling, monitoring, debugging, version control, CI/CD, documentation, collaboration","Bachelor's (Computer Science, AI, Automation Engineering)"
Data Science,Data Analysis,Data Analyst,"SQL, Python, R, SAS, Julia","Excel, Tableau, Power BI, Google Data Studio, Jupyter Notebook, Git, Snowflake, Hadoop","Data cleaning, data visualization, statistical analysis, SQL querying, A/B testing, descriptive analytics, critical thinking, communication, problem-solving, attention to detail","Bachelor's (Data Science, Statistics, Computer Science)"
Data Science,Data Analysis,Business Data Analyst,"SQL, Python, R, VBA","Excel, Tableau, Power BI, Alteryx, Looker","Data modeling, KPI definition, stakeholder management, requirements gathering, business acumen, communication","Bachelor's (Business Analytics, Data Science, Economics)"
Data Science,Data Analysis,Quantitative Analyst (Quant),"Python, R, C++, MATLAB, Julia","Bloomberg Terminal, Excel, RStudio, Git, SQL","Time series analysis, statistical modeling, risk management, stochastic calculus, financial modeling, algorithm development","Master's (Quantitative Finance, Applied Mathematics, Statistics)"
Data Science,Data Analysis,Product Data Analyst,"SQL, Python, R","Mixpanel, Amplitude, Google Analytics, Tableau, Jupyter Notebook","A/B testing, cohort analysis, product metrics definition, data visualization, SQL querying, stakeholder communication","Bachelor's (Data Science, Business Analytics, Computer Science)"
